"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"48","2","55","0","0","0","2","107","24.5","43%","80%","73%","25%","93%","4%","12.6","39.7","52.9","2.87","3.43","3.16","Psychology","Undeclared","Biology","Sociology","Business","Education","Mass Communication","Biomedical Engineering","Medicine","Nursing","21%","27%","25%","27%","0%","MATH 1010 - Intrm Algebra","CHEM 2310 - Organic Chemistry I","CHEM 2315 - Organic Chemistry Lab I","SOC 1015 - Doing Sociology","SOC 3561 - Criminology","EAST HIGH SCHOOL","ALTA HIGH SCHOOL","JORDAN HIGH SCHOOL","JUAN DIEGO CATHOLIC","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","UTAH STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BUTTE COLLEGE",1010,90,1118,"ANTH"
"6","0","59","0","0","0","0","65","25.6","48%","58%","80%","57%","88%","0%","13.0","54.1","62.1","3.00","3.40","3.11","Sociology","Undeclared","Political Science","Environmental & Sustain Std","Psychology","SS Behav Science & Health","Medicine","Consumer & Community St","Economics","Mass Communication","2%","8%","35%","55%","0%","SOC 3140 - Social Theory","SOC 1015 - Doing Sociology","SOC 3562 - Juvenile Delinquency","SOC 3381 - Inequal thru Music&Film","SOC 3112 - Social Statistics","LONE PEAK HIGH SCHOO","ALTA HIGH SCHOOL","AMES - ACAD MATH ENG","COTTONWOOD HIGH SCHO","JUAN DIEGO CATHOLIC","SALT LAKE COMMUNITY COLLEGE","SNOW COLLEGE","UTAH VALLEY UNIVERSITY","BOISE STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY",3111,1,1118,"ANTH"
"5","0","27","0","0","0","0","32","24.7","53%","47%","88%","34%","91%","0%","12.9","50.8","62.5","2.96","3.49","3.15","Sociology","Political Science","Education","Speech & Hearing Science","Mass Communication","Chemical Engg","Ballet","Pharmacy","International Studies","Undeclared","3%","19%","28%","50%","0%","SOC 1015 - Doing Sociology","SOC 3111 - Research Methods","SOC 3381 - Inequal thru Music&Film","SOC 3140 - Social Theory","SOC 3561 - Criminology","MURRAY HIGH SCHOOL","AMERICAN FORK HIGH S","BEN LOMOND HIGH SCHO","CHEYENNE HIGH SCHOOL","CYPRUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","SNOW COLLEGE","COLLEGE OF SOUTHERN IDAHO","COLLEGE OF SOUTHERN NEVADA","UNIVERSITY OF PHOENIX",3112,1,1118,"ANTH"
"47","2","79","0","0","0","3","131","21.0","55%","59%","89%","20%","81%","5%","13.7","29.2","29.0","2.85","3.50","3.23","Undeclared","Sociology","Psychology","Business","Nursing","Mechanical Engg","Modern Dance","Exercise & Sport Sci","International Studies","Medicine","50%","25%","14%","11%","0%","HIST 1700 - American Civilization","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","SOC 1015 - Doing Sociology","NUTR 1020 - Sci Fndtn Nutr & Health","SKYLINE HIGH SCHOOL","HIGHLAND HIGH SCHOOL","OLYMPUS HIGH SCHOOL","ALTA HIGH SCHOOL","HUNTER HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","WEST LOS ANGELES COLLEGE",1010,1,1124,"ANTH"
"27","0","47","0","0","0","4","78","23.5","38%","73%","78%","29%","97%","1%","13.4","34.6","59.8","3.02","3.51","3.25","Undeclared","Sociology","Medicine","Psychology","Social Work","Exercise & Sport Sci","Non Matriculated","Business","Health Promotion & Educatn","Biology","15%","21%","27%","37%","0%","PSY 1010 - General Psychology","HIST 1700 - American Civilization","BIOL 2325 - Human Anatomy","BIOL 2420 - Human Physiology","MATH 1010 - Intrm Algebra","BOUNTIFUL HIGH SCHOO","SKYLINE HIGH SCHOOL","EAST HIGH SCHOOL","WEST HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","DIXIE STATE COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","LDS BUSINESS COLLEGE",1010,90,1124,"ANTH"
"24","0","35","0","0","0","0","59","24.5","39%","66%","80%","44%","85%","10%","12.8","43.0","51.4","2.98","3.39","3.21","Sociology","Business","Psychology","Social Work","Education","Human Develop & Family Std","Economics","Political Science","Architectural Studies","International Studies","12%","31%","15%","42%","0%","SOC 3140 - Social Theory","MATH 1050 - Coll Alg","WRTG 2010 - Intermediate Writing","PHYS 2210 - Phycs For Scien. & Eng. I","SOC 3561 - Criminology","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","DAVIS HIGH SCHOOL","LEHI HIGH SCHOOL","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","CALIFORNIA STATE UNIVERSITY NORTHRIDGE",1020,90,1124,"ANTH"
"6","0","32","0","0","0","1","39","27.2","46%","82%","62%","54%","92%","0%","12.2","66.1","62.9","3.04","3.47","3.19","Sociology","SS Behav Science & Health","Psychology","Medicine","Political Science","History","Anthropology","Univ Studies Soc Behav Sci","Business","Non Matriculated","0%","13%","18%","69%","0%","SOC 1015 - Doing Sociology","SOC 3112 - Social Statistics","SOC 3440 - Sociology of Religion","SOC 3140 - Social Theory","SOC 3365 - Ethnic Minorities Amer","BINGHAM HIGH SCHOOL","BOUNTIFUL HIGH SCHOO","CHRYSALIS HIGH SCHOO","COPPER HILLS HIGH SC","COTTONWOOD HIGH SCHO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","AUSTIN PEAY STATE UNIVERSITY","CERRITOS COLLEGE","DIXIE STATE COLLEGE",3111,90,1124,"ANTH"
"136","0","121","0","0","0","3","260","20.5","48%","68%","85%","15%","82%","7%","13.3","24.8","37.6","2.70","3.48","3.13","Undeclared","Business","Sociology","Medicine","Psychology","Biology","Social Work","Law","Education","Nursing","58%","26%","11%","5%","0%","WRTG 2010 - Intermediate Writing","HIST 1700 - American Civilization","MATH 1050 - Coll Alg","MUSC 2100 - Hist of Rock'n Roll","PSY 1010 - General Psychology","SKYLINE HIGH SCHOOL","BRIGHTON HIGH SCHOOL","EAST HIGH SCHOOL","OLYMPUS HIGH SCHOOL","HUNTER HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","UTAH STATE UNIVERSITY","WEBER STATE UNIVERSITY","AMERICAN MILITARY UNIVERSITY",1010,1,1128,"ANTH"
"33","2","44","0","0","0","1","80","23.1","46%","75%","80%","34%","95%","3%","13.5","36.7","57.4","2.99","3.62","3.27","Sociology","Psychology","Medicine","Social Work","Undeclared","Nursing","Political Science","Pharmacy","Economics","Health, Society and Policy","9%","29%","28%","35%","0%","SOC 1015 - Doing Sociology","WRTG 2010 - Intermediate Writing","SOC 3140 - Social Theory","SOC 3561 - Criminology","PHYS 2220 - Phycs For Scien. & Eng. II","OLYMPUS HIGH SCHOOL","BRIGHTON HIGH SCHOOL","JORDAN HIGH SCHOOL","VIEWMONT HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","GUANGDONG UNIVERSITY OF FOREIGN STUDIES",1010,90,1128,"ANTH"
"7","0","41","0","0","0","0","48","25.7","44%","69%","73%","46%","94%","0%","12.9","55.4","69.0","2.97","3.32","3.12","Sociology","Psychology","Environmental & Sustain Std","SS Behav Science & Health","Medicine","Economics","Business","Communication","Gender Studies","Information Systems","0%","8%","35%","56%","0%","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","SOC 3560 - Deviant Beh/Soc Control","SOC 1015 - Doing Sociology","SOC 3020 - Social Psychology","EAST HIGH SCHOOL","OLYMPUS HIGH SCHOOL","COTTONWOOD HIGH SCHO","HIGHLAND HIGH SCHOOL","WEST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","CITY COLLEGE OF CHICAGO-HAROLD WASHINGTON","KENNESAW STATE UNIVERSITY","PALOMAR COLLEGE",3111,90,1128,"ANTH"
"7","0","46","0","0","0","0","53","23.5","60%","72%","91%","45%","91%","0%","13.7","47.2","64.7","2.94","3.35","3.19","Sociology","Political Science","Undeclared","Environmental & Sustain Std","International Studies","Biology","SS Behav Science & Health","Philosophy","Business","Anthropology","8%","9%","28%","55%","0%","SOC 3140 - Social Theory","SOC 1015 - Doing Sociology","SOC 3650 - Population & Society","SOC 3111 - Research Methods","SOC 3561 - Criminology","EAST HIGH SCHOOL","WEST HIGH SCHOOL","COTTONWOOD HIGH SCHO","OLYMPUS HIGH SCHOOL","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","EL CAMINO COLLEGE",3112,1,1128,"ANTH"
"43","2","56","0","0","0","2","103","20.2","50%","69%","88%","13%","88%","3%","13.6","21.5","29.7","2.98","3.48","3.05","Undeclared","Sociology","Psychology","Business","Education","Social Work","Exercise & Sport Sci","Physics","Nursing","Chemistry","51%","23%","17%","9%","0%","WRTG 2010 - Intermediate Writing","MATH 1010 - Intrm Algebra","CHEM 1210 - General Chemistry I","HIST 1700 - American Civilization","MUSC 1010 - Introduction to Music","HIGHLAND HIGH SCHOOL","PARK CITY HIGH SCHOO","BRIGHTON HIGH SCHOOL","OLYMPUS HIGH SCHOOL","JORDAN HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","ADAMS STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY","DIXIE STATE COLLEGE","FRONT RANGE COMMUNITY COLLEGE",1010,1,1134,"ANTH"
"40","1","60","0","0","0","2","103","24.5","39%","70%","72%","34%","87%","7%","13.3","43.9","59.3","2.98","3.54","3.20","Psychology","Undeclared","Nursing","Medicine","Biology","Business","Film and Media Arts","Communication","Ballet","Exercise & Sport Sci","7%","30%","21%","42%","0%","SOC 3565 - Women and Crime","BIOL 2325 - Human Anatomy","CHEM 2310 - Organic Chemistry I","PSY 1010 - General Psychology","SOC 3561 - Criminology","HIGHLAND HIGH SCHOOL","BRIGHTON HIGH SCHOOL","JORDAN HIGH SCHOOL","TOOELE HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","LDS BUSINESS COLLEGE","BRIGHAM YOUNG UNIVERSITY",1010,90,1134,"ANTH"
"18","0","37","0","0","0","1","56","25.2","46%","71%","73%","36%","95%","4%","12.8","45.5","64.6","2.92","3.46","3.13","Sociology","Psychology","Human Develop & Family Std","Theatre","Social Work","Speech Communication","Ballet","Mechanical Engg","Education","Mass Communication","4%","13%","30%","54%","0%","SOC 3111 - Research Methods","SOC 3673 - Social Epidemiology","SOC 3638 - Soc of Marriage & Fam","BIOL 2420 - Human Physiology","THEA 3740 - History: Music Theatre","EAST HIGH SCHOOL","JORDAN HIGH SCHOOL","LAYTON HIGH SCHOOL","WEST HIGH SCHOOL","WEST JORDAN HIGH SCH","SALT LAKE COMMUNITY COLLEGE","BUTTE COLLEGE","CERRITOS COLLEGE","COLLEGE OF EASTERN UTAH","COLLEGE OF TECHNOLOGY",1020,90,1134,"ANTH"
"10","0","58","0","0","0","1","69","26.3","35%","68%","74%","49%","96%","0%","12.9","51.0","57.9","3.07","3.41","3.18","Sociology","Health, Society and Policy","Psychology","Economics","Political Science","Exercise & Sport Sci","Medicine","Undeclared","Social Work","Art","3%","12%","33%","52%","0%","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","SOC 1015 - Doing Sociology","SOC 3560 - Deviant Beh/Soc Control","SOC 3561 - Criminology","BRIGHTON HIGH SCHOOL","WEST HIGH SCHOOL","JORDAN HIGH SCHOOL","OLYMPUS HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","SOUTHERN UTAH UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","COLLEGE OF EASTERN UTAH",3111,90,1134,"ANTH"
"189","1","40","0","0","0","6","236","20.4","53%","58%","89%","15%","82%","3%","13.4","26.1","31.9","2.94","3.40","3.19","Undeclared","Psychology","Medicine","Sociology","Business","Nursing","Social Work","Biology","Communication","International Student Exchange","58%","28%","10%","4%","0%","WRTG 2011 - Intermediate Writing","MATH 1010 - Intrm Algebra","PSY 1010 - General Psychology","HIST 1700 - American Civilization","MUSC 2100 - Hist of Rock'n Roll","PARK CITY HIGH SCHOO","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ADAMS STATE COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY",1010,1,1138,"ANTH"
"76","0","24","0","0","0","3","103","20.5","36%","69%","89%","14%","95%","1%","13.5","21.8","38.5","2.85","3.50","3.34","Undeclared","Sociology","Medicine","Biology","Human Develop & Family Std","Business","Psychology","Education","Art","Exercise & Sport Sci","50%","30%","12%","8%","0%","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","HIST 1700 - American Civilization","POLS 1100 - US National Govt","WRTG 1010 - Introduction To Writing","HIGHLAND HIGH SCHOOL","WEST HIGH SCHOOL","TAYLORSVILLE HIGH SC","WOODS CROSS HIGH SCH","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","CHAPMAN UNIVERSITY","LDS BUSINESS COLLEGE",1010,2,1138,"ANTH"
"58","0","46","0","0","0","1","105","21.9","36%","67%","78%","25%","90%","8%","13.0","31.9","56.1","2.92","3.51","3.18","Undeclared","Psychology","Nursing","Political Science","Computer Science","Medicine","Business","Social Work","Sociology","Communication","23%","34%","15%","28%","0%","CS 1410 - Object-Oriented Prog","POLS 1100 - US National Govt","CHEM 1215 - General Chemistry Lab I","CHEM 1210 - General Chemistry I","SOC 1015 - Doing Sociology","JUDGE MEMORIAL HIGH","BRIGHTON HIGH SCHOOL","BINGHAM HIGH SCHOOL","COPPER HILLS HIGH SC","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,90,1138,"ANTH"
"9","0","31","0","0","0","2","42","26.4","26%","71%","79%","48%","95%","0%","12.5","55.9","68.5","2.92","3.46","3.23","Sociology","Health, Society and Policy","Psychology","Non Matriculated","Geography","Health Promotn & Educ","Theatre","Chemistry","Economics","International Studies","2%","7%","26%","64%","0%","SOC 3140 - Social Theory","SOC 3112 - Social Statistics","SOC 3561 - Criminology","SOC 1015 - Doing Sociology","SOC 3365 - Ethnic Minorities Amer","COTTONWOOD HIGH SCHO","RIVERTON HIGH SCHOOL","TOOELE HIGH SCHOOL","ALTA HIGH SCHOOL","ARROWHEAD HIGH SCHOO","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","VALDOSTA STATE UNIVERSITY",NA,NA,3111,90,1138,"ANTH"
"21","0","71","1","0","0","0","93","23.5","41%","68%","83%","43%","85%","2%","13.4","46.0","59.0","3.02","3.51","3.30","Sociology","Communication","Health, Society and Policy","Undeclared","Health Promotion & Educatn","Speech & Hearing Science","Psychology","Business","Human Develop & Family Std","Biology","0%","16%","31%","52%","1%","SOC 1015 - Doing Sociology","SOC 3140 - Social Theory","SOC 3561 - Criminology","SOC 3381 - Inequal thru Music&Film","SOC 3111 - Research Methods","SKYLINE HIGH SCHOOL","JUDGE MEMORIAL HIGH","OLYMPUS HIGH SCHOOL","WASATCH HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","SNOW COLLEGE","ADAMS STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY HAWAII CAMPUS",3112,1,1138,"ANTH"
"57","2","25","0","0","0","3","87","20.7","45%","62%","92%","17%","80%","11%","13.9","23.9","35.3","2.92","3.53","3.23","Undeclared","Computer Science","Business","Nursing","Psychology","Biomedical Engineering","Health, Society and Policy","Art","Sociology","Intmd Chemical Engg","36%","37%","16%","11%","0%","CHEM 2310 - Organic Chemistry I","CHEM 1210 - General Chemistry I","MUSC 2100 - Hist of Rock'n Roll","HIST 1700 - American Civilization","PHYS 2020 - General  Physics II","GRANGER HIGH SCHOOL","WEST HIGH SCHOOL","PARK CITY HIGH SCHOO","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","UTAH VALLEY UNIVERSITY","DIXIE STATE UNIVERSITY","UTAH STATE UNIVERSITY","ADVENTIST UNIVERSITY OF THE PHILIPPINES","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,1,1144,"ANTH"
"26","0","28","0","0","0","0","54","24.7","50%","69%","69%","39%","83%","6%","12.7","39.1","51.0","2.99","3.51","3.26","Psychology","Undeclared","Business","Social Work","Political Science","Chemistry","Film and Media Arts","Sociology","Business Administration","Communication","17%","19%","30%","35%","0%","EAE 1410 - Int Objct-Oriented Prog","SOC 1015 - Doing Sociology","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","POLS 1100 - US National Govt","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","HILLCREST HIGH SCHOO","AMES - ACAD MATH ENG","SALT LAKE COMMUNITY COLLEGE","CALIFORNIA STATE UNIVERSITY LONG BEACH","COLUMBIA COLLEGE","LDS BUSINESS COLLEGE","BUTTE COLLEGE",1010,90,1144,"ANTH"
