"PreMajor","IMajor","FMajor","Masters","PhD","Prof","NM","total","MeanAge","Males","White","FT","Transfer","Resident","Foreign","MeanCredits","MeanTransCredit","MeanUCredit","MeanUGPA","MeanHSGPA","MeanTransGPA","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","Fresh","Soph","Jr","Sen","Grad","C1","C2","C3","C4","C5","HS1","HS2","HS3","HS4","HS5","T1","T2","T3","T4","T5","cnum","secnum","term","Dept"
"40","1","60","0","0","0","2","103","24.5","39%","70%","72%","34%","87%","7%","13.3","43.9","59.3","2.98","3.54","3.20","Psychology","Undeclared","Nursing","Medicine","Biology","Business","Film and Media Arts","Communication","Ballet","Exercise & Sport Sci","7%","30%","21%","42%","0%","SOC 3565 - Women and Crime","BIOL 2325 - Human Anatomy","CHEM 2310 - Organic Chemistry I","PSY 1010 - General Psychology","SOC 3561 - Criminology","HIGHLAND HIGH SCHOOL","BRIGHTON HIGH SCHOOL","JORDAN HIGH SCHOOL","TOOELE HIGH SCHOOL","ALTA HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","LDS BUSINESS COLLEGE","BRIGHAM YOUNG UNIVERSITY",1010,90,1134,"PSY"
"18","0","66","0","0","0","0","84","25.8","50%","71%","79%","49%","93%","0%","12.4","50.1","56.1","3.20","3.44","3.38","Sociology","Psychology","Undeclared","International Studies","Computer Science","Anthropology","History","Theatre","Speech Communication","Biology","6%","8%","30%","56%","0%","SOC 3140 - Social Theory","SOC 3020 - Social Psychology","SOC 3560 - Deviant Beh/Soc Control","SOC 3638 - Soc of Marriage & Fam","SOC 3565 - Women and Crime","OLYMPUS HIGH SCHOOL","ALTA HIGH SCHOOL","PARK CITY HIGH SCHOO","SKYLINE HIGH SCHOOL","VIEWMONT HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO","COLLEGE OF EASTERN UTAH","DIXIE STATE COLLEGE",3440,90,1134,"PSY"
"0","0","1","0","0","0","0","1","23.0","100%","0%","100%","0%","100%","0%","14.0","18.0","141.0","3.93","3.92","3.95","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","100%","0%","PSY 4460 - Soc Psych Hlth Illness","PSY 4951 - Special Projects","PSY 5510 - Quantitative Methds II","SOC 4999 - Honors Thesis/Project","","LOGAN HIGH SCHOOL",NA,NA,NA,NA,"0","0","0","0","0",4999,1,1134,"PSY"
"189","1","40","0","0","0","6","236","20.4","53%","58%","89%","15%","82%","3%","13.4","26.1","31.9","2.94","3.40","3.19","Undeclared","Psychology","Medicine","Sociology","Business","Nursing","Social Work","Biology","Communication","International Student Exchange","58%","28%","10%","4%","0%","WRTG 2011 - Intermediate Writing","MATH 1010 - Intrm Algebra","PSY 1010 - General Psychology","HIST 1700 - American Civilization","MUSC 2100 - Hist of Rock'n Roll","PARK CITY HIGH SCHOO","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ADAMS STATE COLLEGE","WEBER STATE UNIVERSITY","BRIGHAM YOUNG UNIVERSITY",1010,1,1138,"PSY"
"76","0","24","0","0","0","3","103","20.5","36%","69%","89%","14%","95%","1%","13.5","21.8","38.5","2.85","3.50","3.34","Undeclared","Sociology","Medicine","Biology","Human Develop & Family Std","Business","Psychology","Education","Art","Exercise & Sport Sci","50%","30%","12%","8%","0%","MATH 1010 - Intrm Algebra","WRTG 2010 - Intermediate Writing","HIST 1700 - American Civilization","POLS 1100 - US National Govt","WRTG 1010 - Introduction To Writing","HIGHLAND HIGH SCHOOL","WEST HIGH SCHOOL","TAYLORSVILLE HIGH SC","WOODS CROSS HIGH SCH","BINGHAM HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","CHAPMAN UNIVERSITY","LDS BUSINESS COLLEGE",1010,2,1138,"PSY"
"58","0","46","0","0","0","1","105","21.9","36%","67%","78%","25%","90%","8%","13.0","31.9","56.1","2.92","3.51","3.18","Undeclared","Psychology","Nursing","Political Science","Computer Science","Medicine","Business","Social Work","Sociology","Communication","23%","34%","15%","28%","0%","CS 1410 - Object-Oriented Prog","POLS 1100 - US National Govt","CHEM 1215 - General Chemistry Lab I","CHEM 1210 - General Chemistry I","SOC 1015 - Doing Sociology","JUDGE MEMORIAL HIGH","BRIGHTON HIGH SCHOOL","BINGHAM HIGH SCHOOL","COPPER HILLS HIGH SC","EAST HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","WEBER STATE UNIVERSITY","UTAH VALLEY UNIVERSITY","BRIGHAM YOUNG UNIVERSITY","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,90,1138,"PSY"
"18","0","62","0","0","0","1","81","25.5","40%","68%","83%","54%","91%","1%","13.0","49.5","59.3","3.16","3.40","3.19","Sociology","Psychology","Economics","Undeclared","Political Science","Human Develop & Family Std","Business","Health Promotn & Educ","Information Systems","Social Work","0%","10%","38%","52%","0%","SOC 3111 - Research Methods","SOC 3561 - Criminology","PSY 3410 - Social Psychology","SOC 3112 - Social Statistics","SOC 1015 - Doing Sociology","BRIGHTON HIGH SCHOOL","HIGHLAND HIGH SCHOOL","ALTA HIGH SCHOOL","JUAN DIEGO CATHOLIC","SKYLINE HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","ADAMS STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY - IDAHO","WEBER STATE UNIVERSITY",3140,90,1138,"PSY"
"57","2","25","0","0","0","3","87","20.7","45%","62%","92%","17%","80%","11%","13.9","23.9","35.3","2.92","3.53","3.23","Undeclared","Computer Science","Business","Nursing","Psychology","Biomedical Engineering","Health, Society and Policy","Art","Sociology","Intmd Chemical Engg","36%","37%","16%","11%","0%","CHEM 2310 - Organic Chemistry I","CHEM 1210 - General Chemistry I","MUSC 2100 - Hist of Rock'n Roll","HIST 1700 - American Civilization","PHYS 2020 - General  Physics II","GRANGER HIGH SCHOOL","WEST HIGH SCHOOL","PARK CITY HIGH SCHOO","SKYLINE HIGH SCHOOL","ALTA HIGH SCHOOL","UTAH VALLEY UNIVERSITY","DIXIE STATE UNIVERSITY","UTAH STATE UNIVERSITY","ADVENTIST UNIVERSITY OF THE PHILIPPINES","BRIGHAM YOUNG UNIVERSITY - IDAHO",1010,1,1144,"PSY"
"110","0","31","0","0","0","1","142","20.6","37%","65%","79%","15%","83%","6%","13.4","23.1","32.2","2.84","3.43","3.18","Undeclared","Business","Psychology","Computer Science","Nursing","Medicine","Law","Communication","Film and Media Arts","Biology","46%","25%","16%","13%","0%","WRTG 2010 - Intermediate Writing","MUSC 2100 - Hist of Rock'n Roll","PSY 1010 - General Psychology","CL CV 1550 - Classical Mythology","BIOL 1210 - Principles of Biology","ALTA HIGH SCHOOL","PARK CITY HIGH SCHOO","HIGHLAND HIGH SCHOOL","SKYLINE HIGH SCHOOL","OLYMPUS HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","BRIGHAM YOUNG UNIVERSITY","UTAH STATE UNIVERSITY","BEIJING UNIVERSITY OF TECHNOLOGY","CHONGQING UNIVERSITY",1010,2,1144,"PSY"
"26","0","28","0","0","0","0","54","24.7","50%","69%","69%","39%","83%","6%","12.7","39.1","51.0","2.99","3.51","3.26","Psychology","Undeclared","Business","Social Work","Political Science","Chemistry","Film and Media Arts","Sociology","Business Administration","Communication","17%","19%","30%","35%","0%","EAE 1410 - Int Objct-Oriented Prog","SOC 1015 - Doing Sociology","WRTG 2010 - Intermediate Writing","PSY 1010 - General Psychology","POLS 1100 - US National Govt","BRIGHTON HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","HILLCREST HIGH SCHOO","AMES - ACAD MATH ENG","SALT LAKE COMMUNITY COLLEGE","CALIFORNIA STATE UNIVERSITY LONG BEACH","COLUMBIA COLLEGE","LDS BUSINESS COLLEGE","BUTTE COLLEGE",1010,90,1144,"PSY"
"25","0","56","0","0","0","0","81","24.3","64%","54%","73%","46%","79%","1%","13.1","48.8","56.7","2.98","3.31","3.02","Sociology","Undeclared","Psychology","Communication","International Studies","Economics","History","Political Science","Computer Science","English","5%","11%","40%","44%","0%","SOC 3569 - Terrorism, Violence, Aggr","SOC 3140 - Social Theory","SOC 3111 - Research Methods","SOC 3042 - Sociology of Film","ESSF 1057 - Yoga","ALTA HIGH SCHOOL","SKYLINE HIGH SCHOOL","BINGHAM HIGH SCHOOL","BRIGHTON HIGH SCHOOL","HUNTER HIGH SCHOOL","SALT LAKE COMMUNITY COLLEGE","UTAH VALLEY UNIVERSITY","WEBER STATE UNIVERSITY","ADAMS STATE COLLEGE","BRIGHAM YOUNG UNIVERSITY",3440,90,1144,"PSY"
"0","0","1","0","0","0","0","1","22.0","0%","100%","100%","0%","100%","0%","16.0","25.0","85.0","3.95","3.97","3.66","Sociology",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%","0%","0%","100%","0%","GNDR 3635 - The Price of Gender","SOC 3950 - Individual Research","SOC 4693 - Teaching Experience","SOC 3565 - Women and Crime","SOC 4998 - Honors Thesis 1","WASATCH HIGH SCHOOL",NA,NA,NA,NA,"0","0","0","0","0",4998,1,1144,"PSY"
